,campaña
1994,1646697566
1995,732187328
1996,732187328
1997,1648648995
1998,732187328
1999,732187328
2000,732187328
2001,732187328
2002,1648646316
2003,732187328
2004,1724638222
2005,1648649016
2006,732187328
2007,10584328479
2008,1685819696
2009,732187328
2010,732187328
2011,732187328
2012,732187328
2013,732187328
2014,1648649016
2015,13352855428
2016,732187328
2017,732187328
2018,13352855422
2019,732401028
2020,1648646316
2021,1783520608
2022,1439144636
2023,732187328
2024,1648648995
2025,732187328
2026,1648649016
2027,1648648995
2028,1486016055
2029,1646697566
2030,1648649016
2031,1648646316
2032,732187355
2033,732401028
2034,13352768134
2035,1648646316
2036,732187328
2037,13352855434
2038,13352855434
2039,1648181896
2040,1648649016
2041,1648648995
2042,732187328
2043,1648648995
2044,732401028
2045,732187349
2046,1648174978
2047,732187328
2048,732401028
2049,2083803500
2050,732401028
2051,732187328
2052,13352855428
2053,732187328
2054,732187328
2055,1648648995
2056,1648648995
2057,1646744098
2058,732187328
2059,1648648995
2060,732187328
2061,1648648995
2062,732187349
2063,732187328
2064,732187328
2065,1648646316
2066,732401028
2067,1648648995
2068,1648646316
2069,732187328
2070,732187328
2071,732187328
2072,1648648995
2073,1648181896
2074,732187355
2075,1648646316
2076,1646744098
2077,1646744098
2078,732187328
2079,732187328
2080,732187328
2081,1648649016
2082,1648646316
2083,1648648995
2084,1646744098
2085,1646744098
2086,1648649016
2087,1725306945
2088,732187328
2089,732401028
2090,1724235562
2091,1648648995
2092,13352855428
2093,1724638222
2094,1724235562
2095,732187355
2096,1648646316
2097,732187328
2098,732187328
2099,1648646316
2100,732187328
2101,732187328
2102,1648181437
2103,1648648995
2104,1648648995
2105,1648181437
2106,1646697023
2107,1648648995
2108,732187328
2109,732187328
2110,732187328
2111,732187328
2112,732187328
2113,1042446156
2114,732187328
2115,1648646316
2116,732187349
2117,732187328
2118,1648646316
2119,732187328
2120,732401028
2121,12758678095
2122,732401028
2123,1648648995
2124,732187328
2125,1646697566
2126,1439144636
2127,1648648995
2128,732401028
2129,732187328
2130,13352768128
2131,732187328
2132,732187328
2133,1648646316
2134,1648648995
2135,1648648995
2136,732187328
2137,732187328
2138,732187328
2139,1691163013
2140,1691163013
2141,732187328
2142,1648646316
2143,732187328
2144,1648646316
2145,12119304880
2146,732187328
2147,732187328
2148,732187328
2149,1648648995
2150,1648648995
2151,1648648995
2152,732187328
2153,1648648995
2154,1648648995
2155,732187355
2156,1648646316
2157,1439144774
2158,1685819702
2159,732401028
2160,1648649016
2161,1648649016
2162,732401028
2163,732187349
2164,732187328
2165,12758678095
2166,732187328
2167,732187328
2168,1648649016
2169,732187328
2170,732187328
2171,1648648995
2172,732187328
2173,1725306945
2174,732187328
2175,732187328
2176,1648140227
2177,732187328
2178,732187328
2179,1648648995
2180,1648648995
2181,1648181896
2182,732187328
2183,1648648995
2184,1648648995
2185,732187349
2186,1439144636
2187,1724235562
2188,1646697566
2189,732187328
2190,1648648995
2191,13352855434
2192,1648648995
2193,732187328
2194,1646697566
2195,732187328
2196,732187328
2197,1648648995
2198,1646744098
2199,732187328
2200,732187328
2201,1648646316
2202,1685819702
2203,1648181896
2204,732187328
2205,1648648995
2206,1648650846
2207,732187328
2208,732187328
2209,732187328
2210,1648648995
2211,732401031
2212,732187328
2213,1648646316
2214,732187328
2215,1704861252
2216,732187355
2217,732187349
2218,1648648995
2219,732187328
2220,1648649016
2221,1648648995
2222,1648648995
2223,1646697023
2224,732187349
2225,732187328
2226,1646697566
2227,1648648995
2228,13352768128
2229,13352855428
2230,732187355
2231,1725352245
2232,732187349
2233,1648646316
2234,732187328
2235,732187328
2236,732187328
2237,1691163013
2238,1648648995
2239,732187355
2240,1691163013
2241,732187328
2242,1648649016
2243,1648648995
2244,732187328
2245,1648648995
2246,1648646316
2247,1648646316
2248,1691163013
2249,1648648995
2250,732187328
2251,1648648995
2252,732187355
2253,732187328
2254,1690173969
2255,13352768134
2256,1648648995
2257,732187328
2258,732187328
2259,732187355
2260,1042446156
2261,732187328
2262,732187355
2263,1648181896
2264,1648181896
2265,1648648995
2266,732187328
2267,732187328
2268,1648648995
2269,1646697566
2270,13352855434
2271,1648181434
2272,732187328
2273,732187355
2274,1648648995
2275,1648648995
2276,1648648995
2277,732401028
2278,732187328
2279,732187328
2280,1648648995
2281,732187328
2282,1648648995
2283,1725352245
2284,1648648995
2285,732401028
2286,1648648995
2287,732187328
2288,1648648995
2289,1648648995
2290,1439144636
2291,732187328
2292,732187328
2293,732187328
2294,732187328
2295,1648646316
2296,1648140392
2297,732187328
2298,1725352245
2299,1648649016
2300,1648648995
2301,1648648995
2302,13352855428
2303,732187328
2304,732187328
2305,1646744098
2306,1648648995
2307,1648649016
2308,1648646316
2309,13352855428
2310,1725352245
2311,732187328
2312,732187328
2313,732187328
2314,1439144774
2315,732187328
2316,732187328
2317,1725352245
2318,732187328
2319,1486016055
2320,732187328
2321,1042446156
2322,13352855428
2323,1042446156
2324,732187328
2325,732187328
2326,732187328
2327,1648648995
2328,1685819696
2329,732187355
2330,732187328
2331,12758678095
2332,1646697566
2333,732401028
2334,1725352245
2335,732187328
2336,732187328
2337,1685819696
2338,1724235562
2339,732187328
2340,1685819696
2341,1648648995
2342,732187328
2343,732187328
2344,1725306945
2345,732187328
2346,732187328
2347,1648648995
2348,1725352245
2349,1648650846
2350,732401028
2351,732187328
2352,1725352245
2353,732187328
2354,732401028
2355,13352855434
2356,1648140227
2357,732187328
2358,1646697566
2359,1648648995
2360,1648648995
2361,732187328
2362,13352855428
2363,732401169
2364,1042446156
2365,732187328
2366,1648648995
2367,732187328
2368,732187328
2369,732187328
2370,732187328
2371,1648648995
2372,732187328
2373,1648650846
2374,732187328
2375,13352855428
2376,732187355
2377,1647220776
2378,732187328
2379,732187328
2380,1725352245
2381,1646697023
2382,732187328
2383,1783520608
2384,732187328
2385,1725352245
2386,1042446156
2387,732187328
2388,1648181896
2389,732187355
2390,732187328
2391,1646697566
2392,732187328
2393,1648648995
2394,732401028
2395,732187328
2396,732187328
2397,1648646316
2398,732187328
2399,1648648995
2400,732187328
2401,732187328
2402,732187328
2403,732187328
2404,732187328
2405,1648181896
2406,732187355
2407,732187355
2408,1648648995
2409,1648648995
2410,1648646316
2411,1646697023
2412,1647220776
2413,732187328
2414,1647220776
2415,1648648995
2416,1648648995
2417,1648648995
2418,1648181434
2419,732187355
2420,732187328
2421,732187328
2422,732187328
2423,1648648995
2424,732187328
2425,1648646316
2426,1685819699
2427,1648648995
2428,1648649016
2429,1648648995
2430,1646744086
2431,732187328
2432,732187355
2433,1648648995
2434,732187328
2435,732401028
2436,1648648995
2437,1646744086
2438,11378120103
2439,732187328
2440,732187328
2441,1648646316
2442,1646697023
2443,732187355
2444,732187328
2445,1648646316
2446,1648648995
2447,13352855428
2448,732187355
2449,732187328
2450,732187355
2451,732187328
2452,732187328
2453,1648648995
2454,1724638222
2455,1648181434
2456,732187328
2457,732187328
2458,732187328
2459,732187328
2460,732187328
2461,1648649016
2462,1648648995
2463,732187328
2464,1646697023
2465,1648649016
2466,1725352245
2467,1648648995
2468,1646697023
2469,1685819702
2470,13352855428
2471,732187355
2472,1648649016
2473,1648648995
2474,732187349
2475,732187328
2476,1648649016
2477,732187328
2478,1648648995
2479,1648648995
2480,1646744098
2481,732187328
2482,1648648995
2483,732187328
2484,1042446156
2485,732187328
2486,1648648995
2487,1648646316
2488,1646697023
2489,732187328
2490,732187328
2491,1646744086
2492,732187355
2493,732187328
2494,1042446156
2495,1648649016
2496,732187328
2497,732187328
2498,1691163013
2499,1646697023
2500,1648646316
2501,732187328
2502,1648648995
2503,732187328
2504,1685819696
2505,732401169
2506,732187328
2507,732187328
2508,732187328
2509,13352768128
2510,732187328
2511,1648648995
2512,2083803500
2513,732187328
2514,2064923258
2515,1648648995
2516,1648648995
2517,732187328
2518,1783520608
2519,1648650846
2520,732187328
2521,732187328
2522,732187355
2523,1783520608
2524,732187328
2525,1647220776
2526,1648648995
2527,1648646316
2528,1042446156
2529,732187355
2530,732187328
2531,732187328
2532,732187328
2533,1648648995
2534,1439144636
2535,1648648995
2536,1648649016
2537,1648648995
2538,732401028
2539,1648648995
2540,1648648995
2541,732187328
2542,732187328
2543,1648648995
2544,1648646316
2545,732187328
2546,1042446156
2547,1648181896
2548,732187328
2549,1647220776
2550,1646697023
2551,732187328
2552,732187328
2553,1648646316
2554,732187355
2555,732187328
2556,732187355
2557,1647220776
2558,1648648995
2559,1724235562
2560,732187349
2561,732187349
2562,1685819702
2563,732187328
2564,732187328
2565,732187328
2566,1648648995
2567,732187328
2568,732187328
2569,1646697023
2570,13352768128
2571,732401028
2572,732401028
2573,732187328
2574,1648648995
2575,732187328
2576,1648648995
2577,1691163013
2578,732401028
2579,732187328
2580,1648648995
2581,732187328
2582,732187355
2583,732187328
2584,1648648995
2585,732187349
2586,732187328
2587,1042446162
2588,732187328
2589,732187328
2590,1725352245
2591,732187349
2592,732187328
2593,13352768128
2594,732187328
2595,1042446156
2596,1648648995
2597,732187328
2598,732187328
2599,732187328
2600,1439144636
2601,732187328
2602,732187355
2603,732187349
2604,1042446156
2605,1648646316
2606,1648648995
2607,1648648995
2608,1691163013
2609,13352855428
2610,1648648995
2611,1647220728
2612,12758678095
2613,732187328
2614,1648181896
2615,2083803500
2616,1648646316
2617,732187328
2618,732187328
2619,732187328
2620,1648648995
2621,732187349
2622,732187328
2623,1685819702
2624,732187328
2625,1648648995
2626,732187328
2627,13352855434
2628,732187328
2629,2083803500
2630,1646744098
2631,732187328
2632,732187328
2633,732187328
2634,1725306945
2635,732401028
2636,732187328
2637,732187328
2638,1648648995
2639,1042446156
2640,1042446156
2641,732187349
2642,1648648995
2643,732187355
2644,732187328
2645,1725352245
2646,1648648995
2647,732401028
2648,732187355
2649,732187328
2650,732187328
2651,732187328
2652,1685819696
2653,732187328
2654,1648646316
2655,1646697566
2656,732187355
2657,1685819702
2658,1439144774
2659,1648646316
2660,732187328
2661,732187328
2662,732401028
2663,732187328
2664,732187328
2665,732187328
2666,732187328
2667,732187328
2668,732187328
2669,732401028
2670,1646697020
2671,1648648995
2672,732187328
2673,732187328
2674,732187328
2675,1783520608
2676,1486016055
2677,1648650846
2678,732187328
2679,732187328
2680,13352855428
2681,1648649016
2682,1646697566
2683,732187328
2684,1439144636
2685,1690173969
2686,732187328
2687,732187328
2688,1648646316
2689,1704160546
2690,732187328
2691,732187328
2692,732187328
2693,732187328
2694,1439144771
2695,1648648995
2696,732187328
2697,732187328
2698,732187328
2699,732187328
2700,732187328
2701,1725306945
2702,1042446156
2703,2083803500
2704,732187328
2705,1648648995
2706,1648646316
2707,1704160546
2708,1439144636
2709,1042446156
2710,732187328
2711,732187349
2712,1648648995
2713,732187328
2714,732187328
2715,732187328
2716,732187328
2717,1648646316
2718,1648649016
2719,732187328
2720,732187328
2721,732187328
2722,1648646316
2723,732401028
2724,732187349
2725,1648181434
2726,732187328
2727,1042446162
2728,1042446162
2729,732187328
2730,732401028
2731,1042446162
2732,1648648995
2733,732187349
2734,732187328
2735,1648648995
2736,1648181434
2737,13352768122
2738,732187328
2739,1648648995
2740,732401028
2741,1648648995
2742,1439144636
2743,1042446156
2744,732187328
2745,732187328
2746,732187328
2747,283688291
2748,732187328
2749,1648181896
2750,1648648995
2751,1648648995
2752,1648648995
2753,1042446156
2754,732187328
2755,1648648995
2756,732187355
2757,732187328
2758,1648648995
2759,13352855428
2760,732187328
2761,732187328
2762,1648646316
2763,732187328
2764,732187328
2765,732187355
2766,1648648995
2767,1648646316
2768,12758678107
2769,1042446156
2770,732187328
2771,732187328
2772,732187355
2773,1648648995
2774,732187328
2775,1648646316
2776,732187328
2777,1648648995
2778,732187328
2779,1648648995
2780,732187328
2781,1685819702
2782,1783520608
2783,732187355
2784,1648646316
2785,1042446156
2786,732187328
2787,1648648995
2788,1648648995
2789,732187328
2790,1648646316
2791,1647220698
2792,732187328
2793,1648646316
2794,1685819702
2795,1646697023
2796,1648646316
2797,1725352245
2798,1704143893
2799,1648646316
2800,732187328
2801,1648648995
2802,732187328
2803,732187328
2804,1646697020
2805,1646697023
2806,732187328
2807,732187328
2808,1648648995
2809,732187355
2810,732187328
2811,732187328
2812,1648648995
2813,1648648995
2814,732187328
2815,732187328
2816,1648181896
2817,1648181437
2818,1648648995
2819,1042446156
2820,1646697566
2821,1648140227
2822,1648648995
2823,732187328
2824,1648648995
2825,11378120115
2826,1646697023
2827,732401169
2828,1648174978
2829,1648648995
2830,1439144771
2831,1042446156
2832,1646744098
2833,1648648995
2834,1725352245
2835,1647220776
2836,732187328
2837,732187328
2838,1648648995
2839,1439144774
2840,1648648995
2841,732187328
2842,732187328
2843,1646697023
2844,732187355
2845,1725352245
2846,1646697023
2847,732187355
2848,1648648995
2849,1648646316
2850,732187328
2851,1690173969
2852,1648174978
2853,732187328
2854,1648646316
2855,732401028
2856,1648648995
2857,1648646316
2858,732187328
2859,1648174978
2860,1646744098
2861,732187328
2862,732187328
2863,732187328
2864,732187355
2865,732187328
2866,1648648995
2867,732187355
2868,12758678095
2869,1648646316
2870,732187328
2871,1648181434
2872,732187328
2873,1648181896
2874,1725352245
2875,1725352245
2876,732187328
2877,732187355
2878,1439144771
2879,732187328
2880,732187355
2881,1648648995
2882,1690173969
2883,732187328
2884,1439144771
2885,732187328
2886,732187328
2887,1648646316
2888,732187328
2889,732187328
2890,1648648995
2891,732401028
2892,732187328
2893,13352855428
2894,1648648995
2895,732401028
2896,1648648995
2897,732187328
2898,11378120103
2899,1648648995
2900,732187328
2901,1648174978
2902,732187328
2903,1648648995
2904,732187328
2905,732187328
2906,732187328
2907,1042446156
2908,1648648995
2909,732187328
2910,1648648995
2911,732187328
2912,732187328
2913,1648646316
2914,13352768128
2915,1648648995
2916,732187328
2917,1648648995
2918,1648181440
2919,1648648995
2920,1439144636
2921,732401028
2922,2083803500
2923,732187349
2924,1646744098
2925,732187328
2926,1439144636
2927,1648646316
2928,1648648995
2929,732187328
2930,732187328
2931,1646697566
2932,1648649016
2933,732187328
2934,1648648995
2935,1648648995
2936,13352855428
2937,1646697566
2938,732187349
2939,1648648995
2940,732187355
2941,732187328
2942,732187328
2943,732401028
2944,732187328
2945,1648646316
2946,732187349
2947,732187328
2948,1648646316
2949,732187328
2950,732187328
2951,1646697023
2952,1648648995
2953,732187328
2954,1648646316
2955,732187328
2956,732187328
2957,1648649016
2958,1648181440
2959,732187328
2960,1648646316
2961,1439144636
2962,732187328
2963,732187328
2964,13352855428
2965,1647220776
2966,1648648995
2967,732187328
2968,732187328
2969,732401028
2970,1648648995
2971,732187328
2972,1690173969
2973,1648648995
2974,1648648995
2975,1439144636
2976,1648648995
2977,732187328
2978,732187349
2979,732187328
2980,1690173969
2981,732187328
2982,11378120115
2983,732187328
2984,1648648995
2985,1648646316
2986,1648648995
2987,732187355
2988,732187328
2989,1648648995
2990,732187328
2991,732187355
2992,732187355
2993,732187355
2994,732187328
2995,1648648995
2996,732187328
2997,1439144636
2998,732187328
2999,283167502
3000,1042446156
3001,13352855428
3002,732187328
3003,732187328
3004,732187328
3005,1439144636
3006,1646744098
3007,732187328
3008,1648181437
3009,1648648995
3010,1690173969
3011,732401028
3012,1648648995
3013,732187328
3014,1648648995
3015,1646697023
3016,732187340
3017,1439144636
3018,1646744098
3019,732187328
3020,732187355
3021,732187328
3022,732187328
3023,1648648995
3024,732187349
3025,1648649016
3026,1648648995
3027,1647220698
3028,732187355
3029,283167502
3030,1646697566
3031,732187328
3032,732187328
3033,1648646316
3034,1648648995
3035,732187328
3036,732401028
3037,732187328
3038,1647220776
3039,732187328
3040,732187328
3041,10584328479
3042,2083803500
3043,1648648995
3044,732187328
3045,1648648995
3046,732187328
3047,1648648995
3048,13352855434
3049,732401028
3050,11378120103
3051,732187328
3052,1648648995
3053,1685819702
3054,732187328
3055,732187328
3056,732187328
3057,12758678095
3058,732187355
3059,283167502
3060,732187328
3061,1647220776
3062,2083803500
3063,1646744098
3064,732187328
3065,1042446156
3066,1648646316
3067,1648646316
3068,1648648995
3069,732187328
3070,732187328
3071,732401028
3072,1648648995
3073,732187328
3074,1648646316
3075,1648646316
3076,1648649016
3077,732187328
3078,1648649016
3079,1648646316
3080,1648646316
3081,1648648995
3082,732187328
3083,732401028
3084,1648646316
3085,1648648995
3086,1486016055
3087,1646744098
3088,732187328
3089,732187328
3090,732187328
3091,1648648995
3092,1042446156
3093,732187328
3094,1648646316
3095,732187328
3096,1648646316
3097,732187328
3098,1648649016
3099,732187328
3100,13352768128
3101,1648646316
3102,1648648995
3103,732401028
3104,732187328
3105,732187349
3106,732187328
3107,1646744086
3108,732187328
3109,732187328
3110,732187328
3111,1648646316
3112,1647220698
3113,1486016055
3114,1648648995
3115,1648648995
3116,1685819702
3117,1648181896
3118,732187328
3119,1725352245
3120,1646697023
3121,732187355
3122,732187328
3123,1685819702
3124,732187355
3125,1648648995
3126,732187328
3127,732187355
3128,732187328
3129,732187328
3130,732187328
3131,1648648995
3132,732187328
3133,732187349
3134,1439144636
3135,732187328
3136,732401028
3137,732401028
3138,732187328
3139,732187328
3140,13352855428
3141,732187328
3142,1646697020
3143,732187328
3144,732187328
3145,1648648995
3146,732187328
3147,1648648995
3148,13352855428
3149,732187328
3150,1439144774
3151,732187328
3152,1648648995
3153,1648646316
3154,732401028
3155,732187328
3156,1439144636
3157,732187328
3158,732187328
3159,1648648995
3160,732187328
3161,1648648995
3162,1648646316
3163,732401028
3164,732187328
3165,732187328
3166,732401169
3167,732187328
3168,1486016055
3169,1648646316
3170,1648648995
3171,1690173969
3172,1648174978
3173,732401028
3174,1725306945
3175,732187328
3176,1648648995
3177,1648648995
3178,732187328
3179,732187328
3180,732187328
3181,1647220776
3182,1648648995
3183,732187328
3184,732187328
3185,1648648995
3186,12758678095
3187,732187328
3188,732187328
3189,1646697566
3190,732187328
3191,1648648995
3192,732187328
3193,732187328
3194,1648649016
3195,732187328
3196,732187328
3197,732187328
3198,1439144636
3199,1646697566
3200,13352855434
3201,1648648995
3202,732187328
3203,732187328
3204,1648140392
3205,732187328
3206,732187328
3207,732187328
3208,732187328
3209,1648648995
3210,1648181896
3211,732187328
3212,1648648995
3213,732187328
3214,1648649016
3215,732187328
3216,732187328
3217,732187355
3218,732187328
3219,1646697566
3220,732187355
3221,1439144636
3222,732187328
3223,732187328
3224,732401028
3225,732187328
3226,2083803500
3227,1648648995
3228,1691163013
3229,1646744098
3230,732187328
3231,1647220776
3232,732187355
3233,6513709333
3234,1042446156
3235,732187328
3236,1646697023
3237,13352855428
3238,732187328
3239,732187328
3240,732187328
3241,732187328
3242,1724638222
3243,732401028
3244,732401028
3245,732401028
3246,732187328
3247,732187328
3248,1648181896
3249,1646697566
3250,732187328
3251,1646697023
3252,732187328
3253,732187328
3254,1685819702
3255,1648181896
3256,1439144774
3257,1648181896
3258,1648648995
3259,1648648995
3260,732401028
3261,1648181896
3262,732187328
3263,732187349
3264,1648648995
3265,732187328
3266,1648648995
3267,13352855434
3268,732187349
3269,1647220698
3270,732187328
3271,732187328
3272,1648648995
3273,732187328
3274,1648648995
3275,732187328
3276,13352768128
3277,732187328
3278,732187328
3279,732187328
3280,732187328
3281,1648646316
3282,1648646316
3283,732401028
3284,1648646316
3285,1648646316
3286,1486016055
3287,732187328
3288,732187328
3289,1648646316
3290,1648648995
3291,10584328479
3292,732187328
3293,1648646316
3294,732187328
3295,283493062
3296,732401028
3297,732187328
3298,732187328
3299,1646697023
3300,1724638222
3301,732187328
3302,1648646316
3303,732187328
3304,1648648995
3305,732187355
3306,1648648995
3307,732187328
3308,732187355
3309,732187328
3310,732187328
3311,732187328
3312,1646744086
3313,732401028
3314,732187328
3315,1724638222
3316,1648648995
3317,732187328
3318,1648181896
3319,732187328
3320,2083803500
3321,1725306945
3322,732401028
3323,732187328
3324,1646744098
3325,732187328
3326,1648646316
3327,1648646316
3328,732187328
3329,732187328
3330,1646744098
3331,1646697566
3332,732187328
3333,732187355
3334,1648648995
3335,1646697566
3336,1646744098
3337,1646744098
3338,732187328
3339,732187328
3340,1648648995
3341,732187328
3342,732187328
3343,732187328
3344,732187328
3345,732187328
3346,1648646316
3347,732187328
3348,1646697566
3349,732187328
3350,732187328
3351,732187355
3352,1685819696
3353,732187328
3354,732187328
3355,732187328
3356,1648648995
3357,13352855428
3358,732187349
3359,732187328
3360,732187328
3361,732187328
3362,732187355
3363,1648648995
3364,732187328
3365,1648648995
3366,1648648995
3367,732187328
3368,2083803500
3369,732187328
3370,1042446156
3371,1648648995
3372,732187328
3373,732187328
3374,1648648995
3375,1648181434
3376,1648648995
3377,732187328
3378,1648646316
3379,732187328
3380,732187328
3381,732401028
3382,1648181896
3383,1648648995
3384,1648648995
3385,732187355
3386,1724235562
3387,1685819696
3388,1648648995
3389,732401028
3390,1648648995
3391,732187328
3392,732187355
3393,1648648995
3394,732401028
3395,732401028
3396,1648648995
3397,1054206170
3398,1648646316
3399,1783520608
3400,1648648995
3401,732187328
3402,1646697023
3403,732401028
3404,10584328479
3405,732187328
3406,1648140227
3407,732187328
3408,732187328
3409,732187328
3410,1648646316
3411,732187328
3412,732187328
3413,732187328
3414,732187355
3415,732187355
3416,1648648995
3417,1648648995
3418,732187328
3419,732187328
3420,732187328
3421,1648646316
3422,1783520608
3423,732187328
3424,732187328
3425,1691163013
3426,1439144774
3427,1648648995
3428,1648648995
3429,1648648995
3430,732187328
3431,732401028
3432,732187328
3433,1725352245
3434,1439144774
3435,1647220776
3436,1648648995
3437,1646697566
3438,732187328
3439,1725352245
3440,1648648995
3441,732187328
3442,732187328
3443,732187355
3444,732187328
3445,1646697023
3446,1042446156
3447,732187355
3448,1648648995
3449,1648648995
3450,1646697023
3451,732187328
3452,1648181896
3453,732187349
3454,732187328
3455,1648648995
3456,732187328
3457,1648648995
3458,1648648995
3459,732187328
3460,732187328
3461,732187328
3462,1783520608
3463,732187328
3464,1439144636
3465,1648646316
3466,732401028
3467,1646697023
3468,732187328
3469,732187328
3470,1646697566
3471,732187328
3472,1648648995
3473,732187328
3474,1648648995
3475,732187328
3476,1648648995
3477,13352855434
3478,732187328
3479,1648648995
3480,1648648995
3481,732187328
3482,1646697566
3483,732187328
3484,1648648995
3485,732187355
3486,1648648995
3487,1648648995
3488,1439144774
3489,732187328
3490,1648648995
3491,1648648995
3492,1648648995
3493,1648648995
3494,1647220554
3495,1646744086
3496,1648648995
3497,1646697023
3498,1646697023
3499,1648648995
3500,732187328
3501,1648648995
3502,1648648995
3503,732187328
3504,1648648995
3505,732187328
3506,1646697566
3507,732401169
3508,732401169
3509,732187328
3510,1646744098
3511,732187328
3512,1439144636
3513,732187328
3514,1648648995
3515,732187328
3516,1648646316
3517,1647220551
3518,1648648995
3519,13352768128
3520,732187328
3521,1042446156
3522,1648648995
3523,732187328
3524,732187328
3525,1685819702
3526,1648648995
3527,732187328
3528,1439144774
3529,732401169
3530,1646697023
3531,1648648995
3532,1783520608
3533,732187328
3534,732187328
3535,1725306945
3536,1685819696
3537,732187328
3538,1648648995
3539,732401028
3540,1648649016
3541,732187328
3542,1648648995
3543,1648646316
3544,732187328
3545,1042446156
3546,732187328
3547,732187328
3548,732187328
3549,12758678095
3550,732187355
3551,732187328
3552,732187328
3553,1439144636
3554,1648646316
3555,1648646316
3556,1725352245
3557,732187328
3558,1648181434
3559,13352855434
3560,1439144636
3561,1648648995
3562,1647220698
3563,732187355
3564,732187355
3565,1648649016
3566,1648648995
3567,1648140392
3568,1648140227
3569,732187328
3570,732187355
3571,732401028
3572,1648648995
3573,1646697023
3574,732187328
3575,1648649016
3576,1725352245
3577,1439144774
3578,1648649016
3579,732187328
3580,732187328
3581,1648648995
3582,732187328
3583,1439144636
3584,1648646316
3585,732187328
3586,732187328
3587,1783520608
3588,1648181434
3589,1648646316
3590,732187328
3591,732187328
3592,732187328
3593,1725306945
3594,12758678095
3595,1648181896
3596,732401169
3597,1646697023
3598,732187328
3599,1648646316
3600,1646697023
3601,1648646316
3602,1646697023
3603,732187328
3604,12758678095
3605,732187328
3606,732401028
3607,732187355
3608,732187355
3609,732187355
3610,732187328
3611,1054206170
3612,1646697566
3613,732187328
3614,732187328
3615,732187355
3616,1648648995
3617,1648648995
3618,732187328
3619,732187328
3620,732187328
3621,732187328
3622,732187328
3623,1648648995
3624,732187328
3625,732187328
3626,732187328
3627,732187328
3628,1648646316
3629,732401028
3630,732187328
3631,1648648995
3632,1648140647
3633,732401028
3634,732187328
3635,732187328
3636,732401028
3637,1691163013
3638,732187328
3639,732187328
3640,732187328
3641,732401028
3642,1648648995
3643,732187328
3644,1648174978
3645,732187355
3646,10584328479
3647,732187328
3648,1042446156
3649,1648646316
3650,732187328
3651,12758678095
3652,1648648995
3653,1648646316
3654,1648648995
3655,732187328
3656,1648646316
3657,1648648995
3658,1439144636
3659,1648648995
3660,732187328
3661,1439144636
3662,732187328
3663,732187328
3664,1646744098
3665,732187355
3666,1648649016
3667,732187355
3668,732187328
3669,732187328
3670,1646697023
3671,732187328
3672,1648649016
3673,732401028
3674,732187328
3675,1648646316
3676,1439144636
3677,732187328
3678,1439144636
3679,732187328
3680,732187355
3681,1648648995
3682,732187328
3683,1648648995
3684,1648646316
3685,732187328
3686,1648646316
3687,1648649016
3688,732187328
3689,11378120115
3690,732187328
3691,1648648995
3692,1648649016
3693,1646697020
3694,1648649016
3695,1648648995
3696,732401028
3697,732187328
3698,1646697023
3699,732401028
3700,732401028
3701,732187328
3702,732187328
3703,732187328
3704,732401028
3705,1648648995
3706,1439144636
3707,732187355
3708,732187328
3709,732187328
3710,1648648995
3711,732187328
3712,1648648995
3713,732187328
3714,1648648995
3715,732187328
3716,1648648995
3717,732187349
3718,1486016055
3719,732187328
3720,1648648995
3721,1648648995
3722,1691163013
3723,1648649016
3724,732401028
3725,1648649016
3726,732187328
3727,1725306945
3728,1648646316
3729,1725352245
3730,732187328
3731,732187328
3732,732187328
3733,732187328
3734,732187328
3735,732187328
3736,1648648995
3737,732187328
3738,1648649016
3739,732187328
3740,732187328
3741,1724235562
3742,732187328
3743,732187328
3744,732187328
3745,732187328
3746,1648648995
3747,732187355
3748,12758678095
3749,1648646316
3750,1439144636
3751,732187328
3752,1647220698
3753,1648648995
3754,732187328
3755,1691163013
3756,1648648995
3757,732187328
3758,1648181896
3759,732187355
3760,732187328
3761,732187328
3762,732187328
3763,732187328
3764,1648646316
3765,12758678107
3766,732187328
3767,1648648995
3768,1648649016
3769,732187328
3770,732401028
3771,732187328
3772,732187328
3773,1691163013
3774,732187328
3775,1648646316
3776,1725352245
3777,1648648995
3778,1648140392
3779,11378120103
3780,2083803500
3781,732401028
3782,1648649016
3783,732187328
3784,1648649016
3785,13352855428
3786,1648648995
3787,1648648995
3788,1648646316
3789,732187349
3790,1439144774
3791,732187328
3792,732187328
3793,732401028
3794,1648648995
3795,1725352245
3796,732187328
3797,1648648995
3798,732187328
3799,1648648995
3800,1725352245
3801,1703727077
3802,1648648995
3803,1648646316
3804,732187328
3805,1648648995
3806,732187328
3807,1648648995
3808,1725352245
3809,1648646316
3810,1646697023
3811,1648648995
3812,13352855428
3813,732187328
3814,732187328
3815,1648646316
3816,732187355
3817,732401028
3818,732401028
3819,732401028
3820,732187328
3821,1648648995
3822,732187355
3823,732401028
3824,1685819696
3825,732187355
3826,732187355
3827,732187328
3828,1648648995
3829,1647220698
3830,1783520608
3831,732187328
3832,1648648995
3833,732187328
3834,732187349
3835,732401028
3836,732187355
3837,1646697566
3838,732187328
3839,732187349
3840,732187328
3841,1042446156
3842,1647220698
3843,732187328
3844,1648646316
3845,732187328
3846,732187328
3847,13352855428
3848,732187355
3849,732187328
3850,1647220698
3851,732187355
3852,732187328
3853,732187328
3854,1648648995
3855,732187328
3856,732187328
