,adg
1870,63466490776
1871,46724584708
1872,62589383945
1873,46724581628
1874,46724581428
1875,62589383945
1876,46724585188
1877,62589383945
1878,46724587148
1879,46724581428
1880,46724587148
1881,62589383945
1882,46724581628
1883,46724587148
1884,77157998339
1885,58613330770
1886,46724584708
1887,126242467572
1888,46724581628
1889,46724587148
1890,62589383945
1891,62589383945
1892,62589383945
1893,46724587148
1894,64092328045
1895,64629789553
1896,46724581628
1897,77157998339
1898,69127825369
1899,46724587148
1900,46724581428
1901,46724581628
1902,46724581628
1903,46724581628
1904,65960618375
1905,46724581628
1906,58613330770
1907,46724581628
1908,61477462725
1909,64092327765
1910,46724581628
1911,46724581628
1912,62589383945
1913,46724581628
1914,62589383945
1915,62589383945
1916,64092328045
1917,46724581428
1918,46724581628
1919,62589383945
1920,46724587148
1921,46724581628
1922,46724584708
1923,68652743208
1924,46724581628
1925,46724581628
1926,62589383945
1927,46724581628
1928,62589383945
1929,62589383945
1930,46724581628
1931,67441804237
1932,67441804237
1933,46724581628
1934,73019156532
1935,68652743208
1936,62589383945
1937,64092328045
1938,67275878133
1939,46724581628
1940,65960618775
1941,46724581628
1942,106303760844
1943,62589383945
1944,54995539343
1945,62589383945
1946,46724581628
1947,46724581628
1948,62589383945
1949,62589383945
1950,62589383945
1951,62589383945
1952,64092327765
1953,46724581628
1954,46724584708
1955,58527968130
1956,62589383945
1957,67275878133
1958,46724585188
1959,62589383945
1960,58613330770
1961,46724581628
1962,46724584708
1963,58613330770
1964,46724585188
1965,118216881010
1966,58527617970
1967,46724581628
1968,46724581628
1969,46724584708
1970,46724581628
1971,46724587148
1972,51242788069
1973,46724581628
1974,58613330770
1975,62589383945
1976,73019156532
1977,46724587148
1978,64322688885
1979,46724581628
1980,46724581628
1981,46724581628
1982,46724587148
1983,62589460945
1984,46724587148
1985,65960618775
1986,1243548094585521
1987,46724587148
1988,46724581628
1989,46724581628
1990,62589383945
1991,54995537263
1992,64322688885
1993,62589383945
1994,65960618775
1995,46724581628
1996,46724581628
1997,62589383945
1998,46724581628
1999,46724581628
2000,46724581628
2001,46724581628
2002,58613330770
2003,46724581628
2004,67277037573
2005,68652743208
2006,46724581628
2007,106303760844
2008,64092327565
2009,46724581628
2010,46724581628
2011,46724581628
2012,46724581628
2013,46724581628
2014,68652743208
2015,126733863807
2016,46724581628
2017,46724581628
2018,126733863527
2019,46724585188
2020,58613330770
2021,69331918055
2022,54995537223
2023,46724581628
2024,62589383945
2025,46724581628
2026,68652743208
2027,62589383945
2028,56880991425
2029,65960618775
2030,68652743208
2031,58613330770
2032,46724587148
2033,46724585188
2034,118216881290
2035,58613330770
2036,46724581628
2037,126733864047
2038,126733864047
2039,64629789553
2040,68652743208
2041,62589383945
2042,46724581628
2043,62589383945
2044,46724585188
2045,46724584708
2046,62589482065
2047,46724581628
2048,46724585188
2049,77157998339
2050,46724585188
2051,46724581628
2052,126733863807
2053,46724581628
2054,46724581628
2055,62589383945
2056,62589383945
2057,58527617970
2058,46724581628
2059,62589383945
2060,46724581428
2061,62589383945
2062,46724584708
2063,46724581628
2064,46724581628
2065,58613330770
2066,46724585188
2067,62589383945
2068,58613330770
2069,46724581428
2070,46724581628
2071,46724581628
2072,62589383945
2073,64629789553
2074,46724587148
2075,58613330770
2076,58527617970
2077,58527617970
2078,46724581428
2079,46724581628
2080,46724581628
2081,68652743208
2082,58613330770
2083,62589383945
2084,58527617970
2085,58527617970
2086,68652743208
2087,67275878133
2088,46724581428
2089,46724585188
2090,67441804237
2091,62589383945
2092,126733863807
2093,67277037573
2094,67441804237
2095,46724587148
2096,58613330770
2097,46724581628
2098,46724581628
2099,58613330770
2100,46724581628
2101,46724581628
2102,62589460945
2103,62589383945
2104,62589383945
2105,62589460945
2106,61477462765
2107,62589383945
2108,46724581628
2109,46724581628
2110,46724581428
2111,46724581628
2112,46724581628
2113,63912889335
2114,46724581628
2115,58613330770
2116,46724584708
2117,46724581428
2118,58613330770
2119,46724581628
2120,46724585188
2121,126242467572
2122,46724585188
2123,62589383945
2124,46724581628
2125,65960618775
2126,54995537263
2127,62589383945
2128,46724585188
2129,46724581628
2130,118216881010
2131,46724581628
2132,46724581628
2133,58613330770
2134,62589383945
2135,62589383945
2136,46724581628
2137,46724581628
2138,46724581628
2139,64322688885
2140,64322688885
2141,46724581628
2142,58613330770
2143,46724581628
2144,58613330770
2145,117339281275
2146,46724581628
2147,46724581628
2148,46724581628
2149,62589383945
2150,62589383945
2151,62589383945
2152,46724581628
2153,62589383945
2154,62589383945
2155,46724587148
2156,58613330770
2157,54995539183
2158,64092327965
2159,46724585188
2160,68652743168
2161,68652743208
2162,46724585188
2163,46724584708
2164,46724581628
2165,126242467572
2166,46724581628
2167,46724581628
2168,68652743168
2169,46724581628
2170,46724581628
2171,62589383945
2172,46724581628
2173,67275878133
2174,46724581628
2175,46724581628
2176,62589461265
2177,46724581628
2178,46724581628
2179,62589383945
2180,62589383945
2181,64629789553
2182,46724581428
2183,62589383945
2184,62589383945
2185,46724584708
2186,54995537263
2187,67441804237
2188,65960618775
2189,46724581628
2190,62589383945
2191,126733864047
2192,62589383945
2193,46724581628
2194,65960618775
2195,46724581628
2196,46724581628
2197,62589383945
2198,58527617970
2199,46724581628
2200,46724581628
2201,58613330770
2202,64092327965
2203,64629789553
2204,46724581628
2205,62589383945
2206,64092327525
2207,46724581628
2208,46724581628
2209,46724581628
2210,62589383945
2211,46724585508
2212,46724581428
2213,58613330770
2214,46724581628
2215,68027715993
2216,46724587148
2217,46724584708
2218,62589383945
2219,46724581628
2220,68652743208
2221,62589383945
2222,62589383945
2223,61477462725
2224,46724584708
2225,46724581628
2226,65960618775
2227,62589383945
2228,118216881010
2229,126733863807
2230,46724587148
2231,73019156532
2232,46724584708
2233,58613330770
2234,46724581628
2235,46724581628
2236,46724581628
2237,64322688885
2238,62589383945
2239,46724587148
2240,64322688885
2241,46724581628
2242,68652743168
2243,62589383945
2244,46724581628
2245,62589383945
2246,58613330770
2247,58613330770
2248,64322688885
2249,62589383945
2250,46724581628
2251,62589383945
2252,46724587148
2253,46724581628
2254,65960618375
2255,118216881290
2256,62589383945
2257,46724581428
2258,46724581628
2259,46724587148
2260,63912889335
2261,46724581628
2262,46724587148
2263,64629789553
2264,64629789553
2265,62589383945
2266,46724581628
2267,46724581628
2268,62589383945
2269,65960618775
2270,126733864047
2271,61474768742
2272,46724581628
2273,46724587148
2274,62589383945
2275,62589383945
2276,62589383945
2277,46724585188
2278,46724581628
2279,46724581628
2280,62589383945
2281,46724581628
2282,62589383945
2283,73019156532
2284,62589383945
2285,46724585188
2286,62589383945
2287,46724581628
2288,62589383945
2289,62589383945
2290,54995537263
2291,46724581628
2292,46724581428
2293,46724581628
2294,46724581628
2295,58613330770
2296,64354805232
2297,46724581628
2298,73019156532
2299,68652743208
2300,62589383945
2301,62589383945
2302,126733863807
2303,46724581628
2304,46724581628
2305,58527617970
2306,62589383945
2307,68652743168
2308,58613330770
2309,126733863807
2310,73019156532
2311,46724581628
2312,46724581628
2313,46724581628
2314,54995539183
2315,46724581628
2316,46724581628
2317,73019156532
2318,46724581628
2319,56880991585
2320,46724581628
2321,63912889335
2322,126733863807
2323,63912889335
2324,46724581628
2325,46724581628
2326,46724581628
2327,62589383945
2328,64092327565
2329,46724587148
2330,46724581628
2331,126242467412
2332,65960618775
2333,46724585188
2334,73019156532
2335,46724581628
2336,46724581628
2337,64092327565
2338,67441804237
2339,46724581628
2340,64092327565
2341,62589383945
2342,46724581628
2343,46724581428
2344,67275878133
2345,46724581628
2346,46724581628
2347,62589383945
2348,73019156532
2349,64092327525
2350,46724585188
2351,46724581628
2352,73019156532
2353,46724581428
2354,46724585188
2355,126733864047
2356,62589461265
2357,46724581628
2358,65960618775
2359,62589383945
2360,62589383945
2361,46724581628
2362,126733863807
2363,68909884980
2364,63912889335
2365,46724581428
2366,62589383945
2367,46724581628
2368,46724581628
2369,46724581628
2370,46724581628
2371,62589383945
2372,46724581628
2373,64092327525
2374,46724581628
2375,126733863807
2376,46724587148
2377,67025934670
2378,46724581628
2379,46724581628
2380,73019156532
2381,61477462725
2382,46724581628
2383,69331918055
2384,46724581628
2385,73019156532
2386,63912889335
2387,46724581628
2388,64629789553
2389,46724587148
2390,46724581628
2391,65960618775
2392,46724581628
2393,62589383945
2394,46724585188
2395,46724581628
2396,46724581628
2397,58613330770
2398,46724581628
2399,62589383945
2400,46724581628
2401,46724581628
2402,46724581628
2403,46724581628
2404,46724581628
2405,64629789553
2406,46724587148
2407,46724587148
2408,62589383945
2409,62589383945
2410,58613330770
2411,61477462765
2412,67025934670
2413,46724581628
2414,67025934670
2415,62589383945
2416,62589383945
2417,62589383945
2418,61474768742
2419,46724587148
2420,46724581628
2421,46724581628
2422,46724581628
2423,62589383945
2424,46724581628
2425,58613330770
2426,64092327805
2427,62589383945
2428,68652743208
2429,62589383945
2430,59797137541
2431,46724581628
2432,46724587148
2433,62589383945
2434,46724581628
2435,46724585188
2436,62589383945
2437,59797137541
2438,114160419969
2439,46724581628
2440,46724581628
2441,58613330770
2442,61477462725
2443,46724587148
2444,46724581628
2445,58613330770
2446,62589383945
2447,126733863807
2448,46724587148
2449,46724581428
2450,46724587148
2451,46724581628
2452,46724581628
2453,62589383945
2454,67277037573
2455,61474768742
2456,46724581628
2457,46724581428
2458,46724581628
2459,46724581628
2460,46724581628
2461,68652743168
2462,62589383945
2463,46724581628
2464,61477462725
2465,68652743168
2466,73019156532
2467,62589383945
2468,61477462725
2469,64092327965
2470,126733863807
2471,46724587148
2472,68652743208
2473,62589383945
2474,46724584708
2475,46724581628
2476,68652743208
2477,46724581628
2478,62589383945
2479,62589383945
2480,58527617970
2481,46724581428
2482,62589383945
2483,46724581628
2484,63912889335
2485,46724581628
2486,62589383945
2487,58613330770
2488,61477462725
2489,46724581428
2490,46724581628
2491,59797137541
2492,46724587148
2493,46724581428
2494,63912889335
2495,68652743208
2496,46724581628
2497,46724581428
2498,64322688885
2499,61477462725
2500,58613330770
2501,46724581628
2502,62589383945
2503,46724581628
2504,64092327565
2505,46724582868
2506,46724581628
2507,46724581628
2508,46724581628
2509,118216881010
2510,46724581628
2511,62589383945
2512,77157998339
2513,46724581628
2514,77934940522
2515,62589383945
2516,62589383945
2517,46724581628
2518,69331918055
2519,64092327525
2520,46724581628
2521,46724581628
2522,46724587148
2523,69331918055
2524,46724581628
2525,64092327765
2526,62589383945
2527,58613330770
2528,63912889335
2529,46724587148
2530,46724581428
2531,46724581428
2532,46724581628
2533,62589383945
2534,54995537263
2535,62589383945
2536,68652743208
2537,62589383945
2538,46724585188
2539,62589383945
2540,62589383945
2541,46724581628
2542,46724581628
2543,62589383945
2544,58613330770
2545,46724581628
2546,63912889335
2547,64629789553
2548,46724581628
2549,67025934670
2550,61477462725
2551,46724581628
2552,46724581628
2553,58613330770
2554,46724587148
2555,46724581628
2556,46724587148
2557,67025934670
2558,62589383945
2559,67441804237
2560,46724584708
2561,46724584708
2562,64092327965
2563,46724581628
2564,46724581628
2565,46724581628
2566,62589383945
2567,46724581628
2568,46724581628
2569,61477462725
2570,118216881010
2571,46724585188
2572,46724585188
2573,46724581628
2574,62589383945
2575,46724581628
2576,62589383945
2577,64322688885
2578,46724585188
2579,46724581628
2580,62589383945
2581,46724581628
2582,46724587148
2583,46724581428
2584,62589383945
2585,46724584708
2586,46724581628
2587,60556557005
2588,46724581428
2589,46724581628
2590,73019156532
2591,46724584708
2592,46724581628
2593,118216881010
2594,46724581628
2595,63912889335
2596,62589383945
2597,46724581628
2598,46724581628
2599,46724581428
2600,54995537263
2601,46724581628
2602,46724587148
2603,46724584708
2604,63912889335
2605,58613330770
2606,62589383945
2607,62589383945
2608,64322688885
2609,126733863807
2610,62589383945
2611,61474769502
2612,126242467412
2613,46724581628
2614,64629789553
2615,77157998339
2616,58613330770
2617,46724581628
2618,46724581628
2619,46724581628
2620,62589383945
2621,46724584708
2622,46724581628
2623,64092327965
2624,46724581628
2625,62589383945
2626,46724581628
2627,126733864047
2628,46724581628
2629,77157998339
2630,58527617970
2631,46724581628
2632,46724581628
2633,46724581628
2634,67275878133
2635,46724585188
2636,46724581628
2637,46724581428
2638,62589383945
2639,63912889335
2640,63912889335
2641,46724584708
2642,62589383945
2643,46724587148
2644,46724581628
2645,73019156532
2646,62589383945
2647,46724585188
2648,46724587148
2649,46724581628
2650,46724581628
2651,46724581628
2652,64092327565
2653,46724581628
2654,58613330770
2655,65960618775
2656,46724587148
2657,64092327965
2658,54995539343
2659,58613330770
2660,46724581428
2661,46724581628
2662,46724585188
2663,46724581628
2664,46724581628
2665,46724581628
2666,46724581628
2667,46724581628
2668,46724581628
2669,46724585188
2670,58527968130
2671,62589383945
2672,46724581628
2673,46724581628
2674,46724581628
2675,69331918055
2676,56880991425
2677,63466490776
2678,46724581628
2679,46724581628
2680,126733863807
2681,68652743208
2682,65960618775
2683,46724581628
2684,54995537263
2685,65960618375
2686,46724581628
2687,46724581628
2688,58613330770
2689,68028003073
2690,46724581628
2691,46724581628
2692,46724581628
2693,46724581428
2694,54995538863
2695,62589383945
2696,46724581628
2697,46724581628
2698,46724581628
2699,46724581628
2700,46724581628
2701,67275878133
2702,63912889335
2703,77157998339
2704,46724581628
2705,62589383945
2706,58613330770
2707,68028003073
2708,54995537263
2709,63912889335
2710,46724581628
2711,46724584708
2712,62589383945
2713,46724581628
2714,46724581628
2715,46724581628
2716,46724581628
2717,58613330770
2718,68652743208
2719,46724581628
2720,46724581628
2721,46724581628
2722,58613330770
2723,46724585188
2724,46724584708
2725,61474768742
2726,46724581628
2727,60556557005
2728,60556557005
2729,46724581628
2730,46724585188
2731,60556557005
2732,62589383945
2733,46724584708
2734,46724581628
2735,62589383945
2736,61474768742
2737,118216880610
2738,46724581628
2739,62589383945
2740,46724585188
2741,62589383945
2742,54995537223
2743,63912889335
2744,46724581628
2745,46724581628
2746,46724581628
2747,1243548094585521
2748,46724581628
2749,64629789553
2750,62589383945
2751,62589383945
2752,62589383945
2753,63912889335
2754,46724581428
2755,62589383945
2756,46724587148
2757,46724581628
2758,62589383945
2759,126733863807
2760,46724581628
2761,46724581628
2762,58613330770
2763,46724581628
2764,46724581628
2765,46724587148
2766,62589383945
2767,58613330770
2768,126242468132
2769,63912889335
2770,46724581628
2771,46724581628
2772,46724587148
2773,62589383945
2774,46724581628
2775,58613330770
2776,46724581628
2777,62589383945
2778,46724581628
2779,62589383945
2780,46724581628
2781,64092327965
2782,69331918055
2783,46724587148
2784,58613330770
2785,63912889335
2786,46724581628
2787,62589383945
2788,62589383945
2789,46724581628
2790,58613330770
2791,68563611488
2792,46724581628
2793,58613330770
2794,64092327965
2795,61477462765
2796,58613330770
2797,73019156532
2798,68027714633
2799,58613330770
2800,46724581628
2801,62589383945
2802,46724581628
2803,46724581428
2804,58527968130
2805,61477462725
2806,46724581628
2807,46724581628
2808,62589383945
2809,46724587148
2810,46724581628
2811,46724581428
2812,62589383945
2813,62589383945
2814,46724581628
2815,46724581628
2816,64629789553
2817,62589460945
2818,62589383945
2819,63912889335
2820,65960618775
2821,62589461265
2822,62589383945
2823,46724581628
2824,62589383945
2825,114160420489
2826,61477462725
2827,68909884980
2828,62589482065
2829,62589383945
2830,54995538863
2831,63912889335
2832,58527617970
2833,62589383945
2834,73019156532
2835,67025934670
2836,46724581628
2837,46724581628
2838,62589383945
2839,54995539183
2840,62589383945
2841,46724581428
2842,46724581628
2843,61477462725
2844,46724587148
2845,73019156532
2846,61477462765
2847,46724587148
2848,62589383945
2849,58613330770
2850,46724581628
2851,65960618375
2852,62589482105
2853,46724581628
2854,58613330770
2855,46724585188
2856,62589383945
2857,58613330770
2858,46724581628
2859,62589482105
2860,58527617970
2861,46724581628
2862,46724581628
2863,46724581628
2864,46724587148
2865,46724581628
2866,62589383945
2867,46724587148
2868,126242467412
2869,58613330770
2870,46724581628
2871,61474768742
2872,46724581628
2873,64629789553
2874,73019156532
2875,73019156532
2876,46724581628
2877,46724587148
2878,54995538863
2879,46724581628
2880,46724587148
2881,62589383945
2882,65960618375
2883,46724581628
2884,54995538863
2885,46724581628
2886,46724581628
2887,58613330770
2888,46724581628
2889,46724581628
2890,62589383945
2891,46724585188
2892,46724581628
2893,126733863807
2894,62589383945
2895,46724585188
2896,62589383945
2897,46724581628
2898,114160419969
2899,62589383945
2900,46724581628
2901,62589482065
2902,46724581628
2903,62589383945
2904,46724581628
2905,46724581628
2906,46724581628
2907,63912889335
2908,62589383945
2909,46724581628
2910,62589383945
2911,46724581428
2912,46724581428
2913,58613330770
2914,118216881010
2915,62589383945
2916,46724581628
2917,62589383945
2918,62589408625
2919,62589383945
2920,54995537263
2921,46724585188
2922,77157998339
2923,46724584708
2924,58527617970
2925,46724581628
2926,54995537263
2927,58613330770
2928,62589383945
2929,46724581628
2930,46724581428
2931,65960618775
2932,68652743208
2933,46724581628
2934,62589383945
2935,62589383945
2936,126733863807
2937,65960618775
2938,46724584708
2939,62589383945
2940,46724587148
2941,46724581628
2942,46724581628
2943,46724585188
2944,46724581628
2945,58613330770
2946,46724584708
2947,46724581628
2948,58613330770
2949,46724581628
2950,46724581628
2951,61477462725
2952,62589383945
2953,46724581628
2954,58613330770
2955,46724581628
2956,46724581628
2957,68652743208
2958,62589408625
2959,46724581628
2960,58613330770
2961,54995537263
2962,46724581628
2963,46724581628
2964,126733863807
2965,67025934670
2966,62589383945
2967,46724581428
2968,46724581628
2969,46724585188
2970,62589383945
2971,46724581628
2972,65960618375
2973,62589383945
2974,62589383945
2975,54995537263
2976,62589383945
2977,46724581628
2978,46724584708
2979,46724581628
2980,65960618375
2981,46724581628
2982,114160420529
2983,46724581628
2984,62589383945
2985,58613330770
2986,62589383945
2987,46724587148
2988,46724581628
2989,62589383945
2990,46724581628
2991,46724587148
2992,46724587148
2993,46724587148
2994,46724581628
2995,62589383945
2996,46724581628
2997,54995537263
2998,46724581628
2999,1250145102821511
3000,63912889335
3001,126733863807
3002,46724581628
3003,46724581628
3004,46724581628
3005,54995537263
3006,58527617970
3007,46724581628
3008,62589460945
3009,62589383945
3010,65960618375
3011,46724585188
3012,62589383945
3013,46724581628
3014,62589383945
3015,61477462725
3016,46724588388
3017,54995537263
3018,58527617970
3019,46724581628
3020,46724587148
3021,46724581628
3022,46724581628
3023,62589383945
3024,46724584708
3025,68652743168
3026,62589383945
3027,68563611488
3028,46724587148
3029,1250145102821511
3030,65960618775
3031,46724581628
3032,46724581628
3033,58613330770
3034,62589383945
3035,46724581628
3036,46724585188
3037,46724581628
3038,67025934670
3039,46724581628
3040,46724581628
3041,106303760844
3042,77157998339
3043,62589383945
3044,46724581628
3045,62589383945
3046,46724581628
3047,62589383945
3048,126733864047
3049,46724585188
3050,114160419969
3051,46724581628
3052,62589383945
3053,64092327965
3054,46724581628
3055,46724581628
3056,46724581628
3057,126242467572
3058,46724587148
3059,1250145102821511
3060,46724581628
3061,67025934670
3062,77157998339
3063,58527617970
3064,46724581628
3065,63912889335
3066,58613330770
3067,58613330770
3068,62589383945
3069,46724581628
3070,46724581628
3071,46724585188
3072,62589383945
3073,46724581628
3074,58613330770
3075,58613330770
3076,68652743208
3077,46724581628
3078,68652743208
3079,58613330770
3080,58613330770
3081,62589383945
3082,46724581628
3083,46724585188
3084,58613330770
3085,62589383945
3086,56880991425
3087,58527617970
3088,46724581628
3089,46724581628
3090,46724581628
3091,62589383945
3092,63912889335
3093,46724581628
3094,58613330770
3095,46724581628
3096,58613330770
3097,46724581628
3098,68652743208
3099,46724581628
3100,118216881010
3101,58613330770
3102,62589383945
3103,46724585188
3104,46724581628
3105,46724584708
3106,46724581628
3107,59797137541
3108,46724581628
3109,46724581628
3110,46724581628
3111,58613330770
3112,68563611488
3113,56880991425
3114,62589383945
3115,62589383945
3116,64092327965
3117,64629789553
3118,46724581628
3119,73019156532
3120,61477462725
3121,46724587148
3122,46724581628
3123,64092327965
3124,46724587148
3125,62589383945
3126,46724581628
3127,46724587148
3128,46724581428
3129,46724581628
3130,46724581628
3131,62589383945
3132,46724581628
3133,46724584708
3134,54995537263
3135,46724581628
3136,46724585188
3137,46724585188
3138,46724581628
3139,46724581628
3140,126733863807
3141,46724581628
3142,58527968130
3143,46724581628
3144,46724581628
3145,62589383945
3146,46724581428
3147,62589383945
3148,126733863807
3149,46724581628
3150,54995539343
3151,46724581628
3152,62589383945
3153,58613330770
3154,46724585188
3155,46724581628
3156,54995537263
3157,46724581628
3158,46724581628
3159,62589383945
3160,46724581628
3161,62589383945
3162,58613330770
3163,46724585188
3164,46724581428
3165,46724581628
3166,46724582828
3167,46724581628
3168,56880991425
3169,58613330770
3170,62589383945
3171,65960618375
3172,62589482105
3173,46724585188
3174,67275878133
3175,46724581628
3176,62589383945
3177,62589383945
3178,46724581628
3179,46724581628
3180,46724581628
3181,67025934670
3182,62589383945
3183,46724581628
3184,46724581628
3185,62589383945
3186,126242467412
3187,46724581628
3188,46724581628
3189,65960618775
3190,46724581428
3191,62589383945
3192,46724581628
3193,46724581628
3194,68652743208
3195,46724581628
3196,46724581628
3197,46724581628
3198,54995537263
3199,65960618775
3200,126733864047
3201,62589383945
3202,46724581628
3203,46724581428
3204,62699232466
3205,46724581428
3206,46724581628
3207,46724581628
3208,46724581628
3209,62589383945
3210,64629789553
3211,46724581628
3212,62589383945
3213,46724581628
3214,68652743208
3215,46724581628
3216,46724581628
3217,46724587148
3218,46724581628
3219,65960618775
3220,46724587148
3221,54995537263
3222,46724581628
3223,46724581628
3224,46724585188
3225,46724581628
3226,77157998339
3227,62589383945
3228,64322688885
3229,58527617970
3230,46724581628
3231,67025934670
3232,46724587148
3233,77894451026
3234,63912889335
3235,46724581628
3236,61477462725
3237,126733863807
3238,46724581628
3239,46724581628
3240,46724581628
3241,46724581428
3242,67277037573
3243,46724585188
3244,46724585188
3245,46724585188
3246,46724581628
3247,46724581428
3248,64629789553
3249,65960618775
3250,46724581628
3251,61477462725
3252,46724581428
3253,46724581628
3254,64092327965
3255,64629789553
3256,54995539343
3257,64629789553
3258,62589383945
3259,62589383945
3260,46724585188
3261,64629789553
3262,46724581628
3263,46724584708
3264,62589383945
3265,46724581428
3266,62589383945
3267,126733864047
3268,46724584708
3269,68563611488
3270,46724581628
3271,46724581628
3272,62589383945
3273,46724581628
3274,62589383945
3275,46724581628
3276,118216881010
3277,46724581628
3278,46724581628
3279,46724581428
3280,46724581628
3281,58613330770
3282,58613330770
3283,46724585188
3284,58613330770
3285,58613330770
3286,56880991425
3287,46724581628
3288,46724581628
3289,58613330770
3290,62589383945
3291,106303760844
3292,46724581628
3293,58613330770
3294,46724581628
3295,1247946079222485
3296,46724585188
3297,46724581628
3298,46724581628
3299,61477462725
3300,67277037733
3301,46724581628
3302,58613330770
3303,46724581628
3304,62589383945
3305,46724587148
3306,62589383945
3307,46724581628
3308,46724587148
3309,46724581628
3310,46724581628
3311,46724581628
3312,59797137541
3313,46724585188
3314,46724581628
3315,67277037573
3316,62589383945
3317,46724581628
3318,64629789553
3319,46724581428
3320,77157998339
3321,67275878133
3322,46724585188
3323,46724581428
3324,58527617970
3325,46724581628
3326,58613330770
3327,58613330770
3328,46724581628
3329,46724581628
3330,58527617970
3331,65960618775
3332,46724581628
3333,46724587148
3334,62589383945
3335,65960618775
3336,58527617970
3337,58527617970
3338,46724581628
3339,46724581628
3340,62589383945
3341,46724581628
3342,46724581628
3343,46724581628
3344,46724581428
3345,46724581628
3346,58613330770
3347,46724581628
3348,65960618775
3349,46724581628
3350,46724581628
3351,46724587148
3352,64092327565
3353,46724581628
3354,46724581628
3355,46724581628
3356,62589383945
3357,126733863807
3358,46724584708
3359,46724581628
3360,46724581628
3361,46724581628
3362,46724587148
3363,62589383945
3364,46724581628
3365,62589383945
3366,62589383945
3367,46724581628
3368,77157998339
3369,46724581628
3370,63912889335
3371,62589383945
3372,46724581628
3373,46724581628
3374,62589383945
3375,61474768742
3376,62589383945
3377,46724581628
3378,58613330770
3379,46724581628
3380,46724581628
3381,46724585188
3382,64629789553
3383,62589383945
3384,62589383945
3385,46724587148
3386,67441804237
3387,64092327565
3388,62589383945
3389,46724585188
3390,62589383945
3391,46724581628
3392,46724587148
3393,62589383945
3394,46724585188
3395,46724585188
3396,62589383945
3397,51242788069
3398,58613330770
3399,69331918055
3400,62589383945
3401,46724581628
3402,61477462725
3403,46724585188
3404,106303760844
3405,46724581628
3406,62589461265
3407,46724581628
3408,46724581628
3409,46724581628
3410,58613330770
3411,46724581628
3412,46724581428
3413,46724581628
3414,46724587148
3415,46724587148
3416,62589383945
3417,62589383945
3418,46724581628
3419,46724581628
3420,46724581628
3421,58613330770
3422,69331918055
3423,46724581628
3424,46724581628
3425,64322688885
3426,54995539183
3427,62589383945
3428,62589383945
3429,62589383945
3430,46724581628
3431,46724585188
3432,46724581628
3433,73019156532
3434,54995539343
3435,67025934670
3436,62589383945
3437,65960618775
3438,46724581628
3439,73019156532
3440,62589383945
3441,46724581628
3442,46724581628
3443,46724587148
3444,46724581628
3445,61477462765
3446,63912889335
3447,46724587148
3448,62589383945
3449,62589383945
3450,61477462725
3451,46724581628
3452,64629789553
3453,46724584708
3454,46724581628
3455,62589383945
3456,46724581628
3457,62589383945
3458,62589383945
3459,46724581628
3460,46724581628
3461,46724581628
3462,69331918055
3463,46724581428
3464,54995537263
3465,58613330770
3466,46724585188
3467,61477462725
3468,46724581628
3469,46724581628
3470,65960618775
3471,46724581428
3472,62589383945
3473,46724581628
3474,62589383945
3475,46724581628
3476,62589383945
3477,126733864047
3478,46724581628
3479,62589383945
3480,62589383945
3481,46724581628
3482,65960618775
3483,46724581628
3484,62589383945
3485,46724587148
3486,62589383945
3487,62589383945
3488,54995539343
3489,46724581628
3490,62589383945
3491,62589383945
3492,62589383945
3493,62589383945
3494,64729650604
3495,59797137541
3496,62589383945
3497,61477462765
3498,61477462765
3499,62589383945
3500,46724581628
3501,62589383945
3502,62589383945
3503,46724581628
3504,62589383945
3505,46724581628
3506,65960618775
3507,46724583028
3508,46724583028
3509,46724581628
3510,58527617970
3511,46724581628
3512,54995537223
3513,46724581628
3514,62589383945
3515,46724581628
3516,58613330770
3517,68563538768
3518,62589383945
3519,118216881010
3520,46724581628
3521,63912889335
3522,62589383945
3523,46724581428
3524,46724581628
3525,64092327965
3526,62589383945
3527,46724581628
3528,54995539343
3529,68909884980
3530,61477462725
3531,62589383945
3532,69331918055
3533,46724581628
3534,46724581628
3535,67275878133
3536,64092327565
3537,46724581628
3538,62589383945
3539,46724585188
3540,68652743168
3541,46724581628
3542,62589383945
3543,58613330770
3544,46724581628
3545,63912889335
3546,46724581428
3547,46724581628
3548,46724581628
3549,126242467572
3550,46724587148
3551,46724581628
3552,46724581628
3553,54995537223
3554,58613330770
3555,58613330770
3556,73019156532
3557,46724581628
3558,61474768742
3559,126733864047
3560,54995537263
3561,62589383945
3562,68563611488
3563,46724587148
3564,46724587148
3565,68652743208
3566,62589383945
3567,62699232466
3568,62589461265
3569,46724581628
3570,46724587148
3571,46724585188
3572,62589383945
3573,61477462725
3574,46724581628
3575,68652743168
3576,73019156532
3577,54995539343
3578,68652743208
3579,46724581628
3580,46724581628
3581,62589383945
3582,46724581628
3583,54995537263
3584,58613330770
3585,46724581628
3586,46724581628
3587,69331918055
3588,61474768742
3589,58613330770
3590,46724581628
3591,46724581628
3592,46724581628
3593,67275878133
3594,126242467412
3595,64629789553
3596,68909884980
3597,61477462725
3598,46724581628
3599,58613330770
3600,61477462725
3601,58613330770
3602,61477462725
3603,46724581628
3604,126242467572
3605,46724581628
3606,46724585188
3607,46724587148
3608,46724587148
3609,46724587148
3610,46724581628
3611,51242788069
3612,65960618775
3613,46724581428
3614,46724581628
3615,46724587148
3616,62589383945
3617,62589383945
